fecha,descripcion,monto,tipo,categoria
2026-01-01,Ingreso por horas extra,102.18,ingreso,Salario
2026-01-01,Farmacia mifarma,9.54,gasto,Salud
2026-01-02,Anticuchos,7.86,gasto,Alimentacion (Fuera)
2026-01-02,Metro compras semanales,49.08,gasto,Alimentacion (Hogar)
2026-01-03,Pollo a la brasa,7.9,gasto,Alimentacion (Fuera)
2026-01-03,Peluqueria,9.11,gasto,Otros Gastos y Diversos
2026-01-03,Vitaminas,10.37,gasto,Salud
2026-01-04,Cosmetico,6.22,gasto,Vestido y Calzado
2026-01-04,Cuidado personal,6.34,gasto,Otros Gastos y Diversos
2026-01-04,Vitaminas,11.32,gasto,Salud
2026-01-04,Gasolina panadería,11.58,gasto,Transporte y Comunicaciones
2026-01-05,Bembos,8.93,gasto,Alimentacion (Fuera)
2026-01-05,Netflix suscripción mensual,6.86,gasto,Educacion y Ocio
2026-01-06,Estacionamiento compras semanales,16.44,gasto,Transporte y Comunicaciones
2026-01-06,Spotify suscripción mensual,6.78,gasto,Educacion y Ocio
2026-01-06,Regalo,12.29,gasto,Otros Gastos y Diversos
2026-01-07,Menu,11.22,gasto,Alimentacion (Fuera)
2026-01-07,Bembos,9.73,gasto,Alimentacion (Fuera)
2026-01-08,Pago alquiler departamento,66.63,gasto,Vivienda y Servicios
2026-01-08,Artículos de limpieza y hogar,30.31,gasto,Mobiliario y Enseres
2026-01-08,Zapatos,16.77,gasto,Vestido y Calzado
2026-01-09,Chifa,12.19,gasto,Alimentacion (Fuera)
2026-01-09,Carne panadería,41.14,gasto,Alimentacion (Hogar)
2026-01-09,Analisis laboratorio,14.24,gasto,Salud
2026-01-09,Gasolina compras semanales,11.2,gasto,Transporte y Comunicaciones
2026-01-10,Luz del Sur recibo mensual,65.28,gasto,Vivienda y Servicios
2026-01-11,Cuidado personal,14.03,gasto,Otros Gastos y Diversos
2026-01-12,Sedapal recibo mensual,73.9,gasto,Vivienda y Servicios
2026-01-13,Peluqueria,13.52,gasto,Otros Gastos y Diversos
2026-01-14,Ripley,6.59,gasto,Vestido y Calzado
2026-01-15,Claro internet y telefono,69.96,gasto,Vivienda y Servicios
2026-01-15,Analisis laboratorio,11.47,gasto,Salud
2026-01-15,Plaza vea compras semanales,55.07,gasto,Alimentacion (Hogar)
2026-01-15,Taxi panadería,10.53,gasto,Transporte y Comunicaciones
2026-01-15,Tienda,5.54,gasto,Vestido y Calzado
2026-01-16,Regalo,10.36,gasto,Otros Gastos y Diversos
2026-01-16,Peluqueria,14.22,gasto,Otros Gastos y Diversos
2026-01-16,Grifo repsol panadería,14.96,gasto,Transporte y Comunicaciones
2026-01-17,Cafe,10.87,gasto,Alimentacion (Fuera)
2026-01-17,Leche compras semanales,42.03,gasto,Alimentacion (Hogar)
2026-01-18,Market compras semanales,40.11,gasto,Alimentacion (Hogar)
2026-01-18,Compra de libros o material educativo,11.57,gasto,Educacion y Ocio
2026-01-18,Medicina,9.26,gasto,Salud
2026-01-20,Gasolina compras semanales,10.67,gasto,Transporte y Comunicaciones
2026-01-20,Gimnasio cuota mensual,7.92,gasto,Educacion y Ocio
2026-01-22,Metropolitano bodega,14.7,gasto,Transporte y Comunicaciones
2026-01-22,Almuerzo restaurant,12.18,gasto,Alimentacion (Fuera)
2026-01-22,Maquillaje,13.18,gasto,Vestido y Calzado
2026-01-24,Uber bodega,14.85,gasto,Transporte y Comunicaciones
2026-01-25,Taxi bodega,12.29,gasto,Transporte y Comunicaciones
2026-01-25,Cine peliculas con amigos,10.14,gasto,Educacion y Ocio
2026-01-25,Venta de muebles usados,68.12,ingreso,Otros Ingresos
2026-01-26,Peluqueria,7.33,gasto,Otros Gastos y Diversos
2026-01-26,Taxi compras semanales,14.42,gasto,Transporte y Comunicaciones
2026-01-26,Ripley,5.23,gasto,Vestido y Calzado
2026-01-26,Barberia,11.23,gasto,Otros Gastos y Diversos
2026-01-27,Gasolina compras semanales,15.57,gasto,Transporte y Comunicaciones
2026-01-28,Metro bodega,43.82,gasto,Alimentacion (Hogar)
2026-01-28,Metropolitano compras semanales,17.88,gasto,Transporte y Comunicaciones
2026-01-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-01-30,Cafe,9.45,gasto,Alimentacion (Fuera)
2026-02-01,Maquillaje,2.69,gasto,Vestido y Calzado
2026-02-01,Pasaje panadería,15.27,gasto,Transporte y Comunicaciones
2026-02-02,Cafe,8.7,gasto,Alimentacion (Fuera)
2026-02-02,Menu,10.49,gasto,Alimentacion (Fuera)
2026-02-02,Ingreso por horas extra,86.88,ingreso,Salario
2026-02-03,Grifo repsol panadería,16.48,gasto,Transporte y Comunicaciones
2026-02-04,Metropolitano bodega,18.83,gasto,Transporte y Comunicaciones
2026-02-04,Perfume,4.46,gasto,Vestido y Calzado
2026-02-04,Analisis laboratorio,4.6,gasto,Salud
2026-02-04,Accesorio,5.77,gasto,Vestido y Calzado
2026-02-05,Farmacia mifarma,7.01,gasto,Salud
2026-02-05,Netflix suscripción mensual,7.88,gasto,Educacion y Ocio
2026-02-05,Picanteria,6.57,gasto,Alimentacion (Fuera)
2026-02-05,Market panadería,27.03,gasto,Alimentacion (Hogar)
2026-02-06,Carniceria compras semanales,30.63,gasto,Alimentacion (Hogar)
2026-02-06,Bus compras semanales,17.43,gasto,Transporte y Comunicaciones
2026-02-06,Spotify suscripción mensual,7.39,gasto,Educacion y Ocio
2026-02-06,Starbucks,9.67,gasto,Alimentacion (Fuera)
2026-02-07,Taxi panadería,19.4,gasto,Transporte y Comunicaciones
2026-02-07,Peluqueria,6.46,gasto,Otros Gastos y Diversos
2026-02-07,Farmacia mifarma,6.46,gasto,Salud
2026-02-07,Vitaminas,2.86,gasto,Salud
2026-02-07,Pollo a la brasa,7.47,gasto,Alimentacion (Fuera)
2026-02-07,Bodega bodega,29.18,gasto,Alimentacion (Hogar)
2026-02-08,Estacionamiento compras semanales,16.87,gasto,Transporte y Comunicaciones
2026-02-08,Picanteria,8.27,gasto,Alimentacion (Fuera)
2026-02-08,Menu,8.31,gasto,Alimentacion (Fuera)
2026-02-08,Cuidado personal,8.92,gasto,Otros Gastos y Diversos
2026-02-08,Pago alquiler departamento,64.59,gasto,Vivienda y Servicios
2026-02-08,Cuidado personal,6.01,gasto,Otros Gastos y Diversos
2026-02-10,Oechsle,4.09,gasto,Vestido y Calzado
2026-02-10,Luz del Sur recibo mensual,71.18,gasto,Vivienda y Servicios
2026-02-10,Transferencia a familiar,8.01,gasto,Otros Gastos y Diversos
2026-02-10,Venta de ropa en buen estado,57.92,ingreso,Otros Ingresos
2026-02-10,Ropa,6.17,gasto,Vestido y Calzado
2026-02-10,Artículos de limpieza y hogar,36.11,gasto,Mobiliario y Enseres
2026-02-11,Verduras compras semanales,30.5,gasto,Alimentacion (Hogar)
2026-02-11,Farmacia inkafarma,5.82,gasto,Salud
2026-02-12,Farmacia mifarma,4.11,gasto,Salud
2026-02-12,Sedapal recibo mensual,66.59,gasto,Vivienda y Servicios
2026-02-12,Uber panadería,15.88,gasto,Transporte y Comunicaciones
2026-02-13,Pollo a la brasa,10.6,gasto,Alimentacion (Fuera)
2026-02-14,Donacion,4.5,gasto,Otros Gastos y Diversos
2026-02-14,Consulta medica,2.07,gasto,Salud
2026-02-15,Verduras compras semanales,29.2,gasto,Alimentacion (Hogar)
2026-02-15,Claro internet y telefono,70.85,gasto,Vivienda y Servicios
2026-02-17,Falabella,6.96,gasto,Vestido y Calzado
2026-02-17,Accesorio,7.32,gasto,Vestido y Calzado
2026-02-17,Carne compras semanales,20.86,gasto,Alimentacion (Hogar)
2026-02-17,Transferencia a familiar,3.88,gasto,Otros Gastos y Diversos
2026-02-17,Starbucks,8.87,gasto,Alimentacion (Fuera)
2026-02-18,Leche panadería,24.28,gasto,Alimentacion (Hogar)
2026-02-19,Uber bodega,15.78,gasto,Transporte y Comunicaciones
2026-02-19,Bembos,6.41,gasto,Alimentacion (Fuera)
2026-02-19,Regalo,3.6,gasto,Otros Gastos y Diversos
2026-02-19,Medicina,7.14,gasto,Salud
2026-02-19,Aceite panadería,33.13,gasto,Alimentacion (Hogar)
2026-02-20,Gimnasio cuota mensual,7.92,gasto,Educacion y Ocio
2026-02-20,Arroz bodega,19.73,gasto,Alimentacion (Hogar)
2026-02-20,Estacionamiento compras semanales,19.72,gasto,Transporte y Comunicaciones
2026-02-22,Zapatos,9.67,gasto,Vestido y Calzado
2026-02-23,Vitaminas,7.34,gasto,Salud
2026-02-23,Saga,9.41,gasto,Vestido y Calzado
2026-02-23,Perfume,5.61,gasto,Vestido y Calzado
2026-02-24,Bus compras semanales,12.36,gasto,Transporte y Comunicaciones
2026-02-25,Concierto o evento cultural,11.76,gasto,Educacion y Ocio
2026-02-25,Cuidado personal,6.88,gasto,Otros Gastos y Diversos
2026-02-25,Carne panadería,22.41,gasto,Alimentacion (Hogar)
2026-02-25,Barberia,10.26,gasto,Otros Gastos y Diversos
2026-02-26,Regalo,11.06,gasto,Otros Gastos y Diversos
2026-02-26,Transferencia a familiar,11.27,gasto,Otros Gastos y Diversos
2026-02-26,Compra de libros o material educativo,10.84,gasto,Educacion y Ocio
2026-02-26,Bembos,8.29,gasto,Alimentacion (Fuera)
2026-02-26,Mercado compras semanales,21.06,gasto,Alimentacion (Hogar)
2026-02-27,Perfume,4.42,gasto,Vestido y Calzado
2026-02-27,Frutas compras semanales,31.63,gasto,Alimentacion (Hogar)
2026-02-27,Consulta medica,2.28,gasto,Salud
2026-02-28,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-02-28,Vitaminas,6.07,gasto,Salud
2026-03-01,Farmacia inkafarma,5.67,gasto,Salud
2026-03-01,Cosmetico,13.91,gasto,Vestido y Calzado
2026-03-01,Transferencia a familiar,4.35,gasto,Otros Gastos y Diversos
2026-03-01,Estacionamiento bodega,20.42,gasto,Transporte y Comunicaciones
2026-03-02,Transferencia a familiar,5.5,gasto,Otros Gastos y Diversos
2026-03-03,Oechsle,19.22,gasto,Vestido y Calzado
2026-03-03,Peluqueria,6.49,gasto,Otros Gastos y Diversos
2026-03-03,Gasolina bodega,30.28,gasto,Transporte y Comunicaciones
2026-03-04,Artículos de limpieza y hogar,30.18,gasto,Mobiliario y Enseres
2026-03-05,Transferencia a familiar,7.85,gasto,Otros Gastos y Diversos
2026-03-05,Peluqueria,2.54,gasto,Otros Gastos y Diversos
2026-03-05,Netflix suscripción mensual,7.24,gasto,Educacion y Ocio
2026-03-05,Bodega panadería,27.22,gasto,Alimentacion (Hogar)
2026-03-06,Spotify suscripción mensual,8.06,gasto,Educacion y Ocio
2026-03-06,Peluqueria,6.06,gasto,Otros Gastos y Diversos
2026-03-06,Wong compras semanales,42.93,gasto,Alimentacion (Hogar)
2026-03-07,Falabella,10.98,gasto,Vestido y Calzado
2026-03-08,Cuidado personal,4.05,gasto,Otros Gastos y Diversos
2026-03-08,Pago alquiler departamento,66.98,gasto,Vivienda y Servicios
2026-03-08,Peluqueria,4.59,gasto,Otros Gastos y Diversos
2026-03-08,Almuerzo restaurant,14.32,gasto,Alimentacion (Fuera)
2026-03-08,Saga,23.72,gasto,Vestido y Calzado
2026-03-09,Medicina,5.18,gasto,Salud
2026-03-10,Luz del Sur recibo mensual,66.29,gasto,Vivienda y Servicios
2026-03-11,Analisis laboratorio,3.75,gasto,Salud
2026-03-11,Gasolina compras semanales,35.99,gasto,Transporte y Comunicaciones
2026-03-12,Sedapal recibo mensual,65.08,gasto,Vivienda y Servicios
2026-03-12,Vitaminas,4.68,gasto,Salud
2026-03-13,Bodega bodega,39.61,gasto,Alimentacion (Hogar)
2026-03-13,Consulta medica,5.3,gasto,Salud
2026-03-13,Transferencia a familiar,4.88,gasto,Otros Gastos y Diversos
2026-03-14,Chifa,9.14,gasto,Alimentacion (Fuera)
2026-03-14,Carne bodega,24.75,gasto,Alimentacion (Hogar)
2026-03-14,Chifa,16.36,gasto,Alimentacion (Fuera)
2026-03-15,Cuidado personal,3.51,gasto,Otros Gastos y Diversos
2026-03-15,Claro internet y telefono,74.69,gasto,Vivienda y Servicios
2026-03-15,Barberia,2.61,gasto,Otros Gastos y Diversos
2026-03-16,Metro panadería,39.62,gasto,Alimentacion (Hogar)
2026-03-17,Panaderia panadería,24.18,gasto,Alimentacion (Hogar)
2026-03-17,Concierto o evento cultural,20.61,gasto,Educacion y Ocio
2026-03-20,Pollo compras semanales,32.85,gasto,Alimentacion (Hogar)
2026-03-20,Consulta medica,1.75,gasto,Salud
2026-03-20,Vitaminas,4.54,gasto,Salud
2026-03-20,Gimnasio cuota mensual,7.97,gasto,Educacion y Ocio
2026-03-20,Ingreso por horas extra,141.33,ingreso,Salario
2026-03-21,Medicina,4.72,gasto,Salud
2026-03-21,Taxi bodega,34.75,gasto,Transporte y Comunicaciones
2026-03-22,Consulta medica,6.64,gasto,Salud
2026-03-22,Consulta medica,5.74,gasto,Salud
2026-03-22,Cuidado personal,4.85,gasto,Otros Gastos y Diversos
2026-03-22,Cafe,8.52,gasto,Alimentacion (Fuera)
2026-03-22,Uber panadería,25.84,gasto,Transporte y Comunicaciones
2026-03-23,Uber compras semanales,33.22,gasto,Transporte y Comunicaciones
2026-03-24,Farmacia inkafarma,3.98,gasto,Salud
2026-03-24,Mass panadería,35.63,gasto,Alimentacion (Hogar)
2026-03-25,Peluqueria,4.21,gasto,Otros Gastos y Diversos
2026-03-25,Cuidado personal,8.28,gasto,Otros Gastos y Diversos
2026-03-26,Starbucks,7.9,gasto,Alimentacion (Fuera)
2026-03-26,Mass panadería,32.34,gasto,Alimentacion (Hogar)
2026-03-27,Venta de libros usados,94.22,ingreso,Otros Ingresos
2026-03-28,Panaderia compras semanales,27.48,gasto,Alimentacion (Hogar)
2026-03-29,Medicina,2.6,gasto,Salud
2026-03-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-03-30,Comida rapida,12.5,gasto,Alimentacion (Fuera)
2026-03-30,Donacion,4.15,gasto,Otros Gastos y Diversos
2026-03-30,Farmacia inkafarma,5.6,gasto,Salud
2026-03-30,Bembos,15.25,gasto,Alimentacion (Fuera)
2026-03-31,Comida rapida,13.69,gasto,Alimentacion (Fuera)
2026-04-01,Almuerzo restaurant,11.49,gasto,Alimentacion (Fuera)
2026-04-02,Artículos de limpieza y hogar,33.98,gasto,Mobiliario y Enseres
2026-04-03,Uber bodega,14.81,gasto,Transporte y Comunicaciones
2026-04-05,Netflix suscripción mensual,7.31,gasto,Educacion y Ocio
2026-04-06,Spotify suscripción mensual,7.45,gasto,Educacion y Ocio
2026-04-06,Uber bodega,15.23,gasto,Transporte y Comunicaciones
2026-04-07,Gasolina bodega,13.27,gasto,Transporte y Comunicaciones
2026-04-07,Farmacia inkafarma,4.25,gasto,Salud
2026-04-07,Metro panadería,69.03,gasto,Alimentacion (Hogar)
2026-04-08,Estacionamiento bodega,16.65,gasto,Transporte y Comunicaciones
2026-04-08,Analisis laboratorio,1.81,gasto,Salud
2026-04-08,Regalo,4.93,gasto,Otros Gastos y Diversos
2026-04-08,Medicina,2.88,gasto,Salud
2026-04-08,Pago alquiler departamento,74.3,gasto,Vivienda y Servicios
2026-04-09,Aceite panadería,68.22,gasto,Alimentacion (Hogar)
2026-04-09,Peluqueria,7.11,gasto,Otros Gastos y Diversos
2026-04-10,Luz del Sur recibo mensual,66.3,gasto,Vivienda y Servicios
2026-04-11,Medicina,4.61,gasto,Salud
2026-04-11,Farmacia inkafarma,2.46,gasto,Salud
2026-04-11,Medicina,4.93,gasto,Salud
2026-04-12,Ripley,12.9,gasto,Vestido y Calzado
2026-04-12,Accesorio,21.17,gasto,Vestido y Calzado
2026-04-12,Perfume,23.43,gasto,Vestido y Calzado
2026-04-12,Analisis laboratorio,5.55,gasto,Salud
2026-04-12,Ingreso por horas extra,83.84,ingreso,Salario
2026-04-12,Sedapal recibo mensual,65.44,gasto,Vivienda y Servicios
2026-04-13,Peluqueria,18.32,gasto,Otros Gastos y Diversos
2026-04-14,Medicina,4.28,gasto,Salud
2026-04-14,Frutas bodega,44.32,gasto,Alimentacion (Hogar)
2026-04-15,Taxi panadería,17.29,gasto,Transporte y Comunicaciones
2026-04-15,Claro internet y telefono,71.05,gasto,Vivienda y Servicios
2026-04-16,Regalo,16.01,gasto,Otros Gastos y Diversos
2026-04-17,Consulta medica,4.22,gasto,Salud
2026-04-18,Grifo repsol bodega,17.5,gasto,Transporte y Comunicaciones
2026-04-19,Starbucks,10.66,gasto,Alimentacion (Fuera)
2026-04-19,Analisis laboratorio,5.75,gasto,Salud
2026-04-19,Consulta medica,5.19,gasto,Salud
2026-04-19,Verduras panadería,71.12,gasto,Alimentacion (Hogar)
2026-04-20,Gimnasio cuota mensual,7.05,gasto,Educacion y Ocio
2026-04-20,Cosmetico,25.36,gasto,Vestido y Calzado
2026-04-21,Estacionamiento bodega,15.06,gasto,Transporte y Comunicaciones
2026-04-21,Picanteria,9.9,gasto,Alimentacion (Fuera)
2026-04-22,Concierto o evento cultural,17.85,gasto,Educacion y Ocio
2026-04-22,Wong bodega,56.48,gasto,Alimentacion (Hogar)
2026-04-22,Gasolina panadería,16.44,gasto,Transporte y Comunicaciones
2026-04-22,Consulta medica,3.96,gasto,Salud
2026-04-22,Cuidado personal,6.49,gasto,Otros Gastos y Diversos
2026-04-22,Bembos,8.96,gasto,Alimentacion (Fuera)
2026-04-22,Almuerzo restaurant,12.62,gasto,Alimentacion (Fuera)
2026-04-23,Vitaminas,4.55,gasto,Salud
2026-04-23,Donacion,6.79,gasto,Otros Gastos y Diversos
2026-04-23,Farmacia inkafarma,4.35,gasto,Salud
2026-04-24,Pasaje bodega,15.06,gasto,Transporte y Comunicaciones
2026-04-25,Venta de muebles usados,55.89,ingreso,Otros Ingresos
2026-04-26,Donacion,16.89,gasto,Otros Gastos y Diversos
2026-04-26,Gasolina bodega,18.69,gasto,Transporte y Comunicaciones
2026-04-27,Consulta medica,4.33,gasto,Salud
2026-04-27,Menu,8.4,gasto,Alimentacion (Fuera)
2026-04-28,Grifo repsol panadería,16.02,gasto,Transporte y Comunicaciones
2026-04-28,Verduras compras semanales,70.96,gasto,Alimentacion (Hogar)
2026-04-29,Picanteria,7.87,gasto,Alimentacion (Fuera)
2026-04-30,Menu,11.33,gasto,Alimentacion (Fuera)
2026-04-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-05-01,Farmacia mifarma,8.5,gasto,Salud
2026-05-01,Bus panadería,17.69,gasto,Transporte y Comunicaciones
2026-05-02,Ropa,14.2,gasto,Vestido y Calzado
2026-05-02,Mass panadería,35.63,gasto,Alimentacion (Hogar)
2026-05-03,Estacionamiento bodega,13.16,gasto,Transporte y Comunicaciones
2026-05-03,Plaza vea bodega,31.15,gasto,Alimentacion (Hogar)
2026-05-04,Bembos,7.96,gasto,Alimentacion (Fuera)
2026-05-04,Donacion,5.43,gasto,Otros Gastos y Diversos
2026-05-05,Netflix suscripción mensual,8.04,gasto,Educacion y Ocio
2026-05-05,Barberia,4.93,gasto,Otros Gastos y Diversos
2026-05-05,Cosmetico,9.48,gasto,Vestido y Calzado
2026-05-06,Spotify suscripción mensual,7.0,gasto,Educacion y Ocio
2026-05-06,Metropolitano bodega,21.32,gasto,Transporte y Comunicaciones
2026-05-06,Artículos de limpieza y hogar,36.56,gasto,Mobiliario y Enseres
2026-05-07,Taxi compras semanales,14.83,gasto,Transporte y Comunicaciones
2026-05-07,Peluqueria,6.69,gasto,Otros Gastos y Diversos
2026-05-08,Tottus panadería,43.31,gasto,Alimentacion (Hogar)
2026-05-08,Transferencia a familiar,6.19,gasto,Otros Gastos y Diversos
2026-05-08,Pago alquiler departamento,69.65,gasto,Vivienda y Servicios
2026-05-09,Medicina,6.61,gasto,Salud
2026-05-10,Starbucks,8.83,gasto,Alimentacion (Fuera)
2026-05-10,Luz del Sur recibo mensual,65.09,gasto,Vivienda y Servicios
2026-05-12,Sedapal recibo mensual,68.47,gasto,Vivienda y Servicios
2026-05-12,Bembos,7.76,gasto,Alimentacion (Fuera)
2026-05-12,Barberia,4.43,gasto,Otros Gastos y Diversos
2026-05-12,Picanteria,7.16,gasto,Alimentacion (Fuera)
2026-05-13,Medicina,4.7,gasto,Salud
2026-05-13,Bembos,12.42,gasto,Alimentacion (Fuera)
2026-05-13,Bembos,11.76,gasto,Alimentacion (Fuera)
2026-05-13,Panaderia bodega,46.13,gasto,Alimentacion (Hogar)
2026-05-13,Peluqueria,8.88,gasto,Otros Gastos y Diversos
2026-05-14,Taxi compras semanales,19.04,gasto,Transporte y Comunicaciones
2026-05-14,Carniceria bodega,50.35,gasto,Alimentacion (Hogar)
2026-05-15,Claro internet y telefono,67.5,gasto,Vivienda y Servicios
2026-05-15,Metropolitano bodega,16.28,gasto,Transporte y Comunicaciones
2026-05-16,Concierto o evento cultural,32.73,gasto,Educacion y Ocio
2026-05-16,Vitaminas,4.27,gasto,Salud
2026-05-16,Pollo bodega,39.56,gasto,Alimentacion (Hogar)
2026-05-18,Oechsle,7.92,gasto,Vestido y Calzado
2026-05-18,Transferencia a familiar,5.54,gasto,Otros Gastos y Diversos
2026-05-19,Metropolitano panadería,22.35,gasto,Transporte y Comunicaciones
2026-05-19,Analisis laboratorio,3.37,gasto,Salud
2026-05-19,Cuidado personal,8.37,gasto,Otros Gastos y Diversos
2026-05-19,Anticuchos,9.43,gasto,Alimentacion (Fuera)
2026-05-20,Bus panadería,17.66,gasto,Transporte y Comunicaciones
2026-05-20,Almuerzo restaurant,10.19,gasto,Alimentacion (Fuera)
2026-05-20,Almuerzo restaurant,10.79,gasto,Alimentacion (Fuera)
2026-05-20,Gimnasio cuota mensual,7.71,gasto,Educacion y Ocio
2026-05-21,Ingreso por horas extra,82.39,ingreso,Salario
2026-05-21,Saga,12.97,gasto,Vestido y Calzado
2026-05-22,Farmacia mifarma,7.45,gasto,Salud
2026-05-22,Venta de ropa en buen estado,54.93,ingreso,Otros Ingresos
2026-05-22,Panaderia bodega,36.14,gasto,Alimentacion (Hogar)
2026-05-23,Cuidado personal,2.85,gasto,Otros Gastos y Diversos
2026-05-24,Pasaje compras semanales,22.48,gasto,Transporte y Comunicaciones
2026-05-25,Peluqueria,8.68,gasto,Otros Gastos y Diversos
2026-05-25,Barberia,10.54,gasto,Otros Gastos y Diversos
2026-05-26,Consulta medica,4.75,gasto,Salud
2026-05-27,Farmacia mifarma,7.17,gasto,Salud
2026-05-27,Regalo,10.71,gasto,Otros Gastos y Diversos
2026-05-28,Oechsle,6.69,gasto,Vestido y Calzado
2026-05-29,Menu,10.8,gasto,Alimentacion (Fuera)
2026-05-29,Leche compras semanales,49.06,gasto,Alimentacion (Hogar)
2026-05-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-05-31,Analisis laboratorio,7.02,gasto,Salud
2026-05-31,Consulta medica,2.8,gasto,Salud
2026-06-01,Barberia,15.62,gasto,Otros Gastos y Diversos
2026-06-02,Gasolina bodega,16.16,gasto,Transporte y Comunicaciones
2026-06-02,Cafe,6.11,gasto,Alimentacion (Fuera)
2026-06-03,Medicina,6.28,gasto,Salud
2026-06-03,Menu,10.97,gasto,Alimentacion (Fuera)
2026-06-03,Chifa,8.7,gasto,Alimentacion (Fuera)
2026-06-03,Pollo a la brasa,10.69,gasto,Alimentacion (Fuera)
2026-06-04,Tottus panadería,60.86,gasto,Alimentacion (Hogar)
2026-06-04,Consulta medica,10.69,gasto,Salud
2026-06-05,Bus bodega,18.41,gasto,Transporte y Comunicaciones
2026-06-05,Netflix suscripción mensual,8.0,gasto,Educacion y Ocio
2026-06-06,Zapatos,5.3,gasto,Vestido y Calzado
2026-06-06,Maquillaje,6.94,gasto,Vestido y Calzado
2026-06-06,Spotify suscripción mensual,8.02,gasto,Educacion y Ocio
2026-06-07,Regalo,21.1,gasto,Otros Gastos y Diversos
2026-06-07,Regalo,25.67,gasto,Otros Gastos y Diversos
2026-06-07,Frutas panadería,40.0,gasto,Alimentacion (Hogar)
2026-06-08,Artículos de limpieza y hogar,30.05,gasto,Mobiliario y Enseres
2026-06-08,Pago alquiler departamento,71.15,gasto,Vivienda y Servicios
2026-06-08,Vitaminas,9.22,gasto,Salud
2026-06-08,Pollo a la brasa,10.88,gasto,Alimentacion (Fuera)
2026-06-09,Falabella,13.22,gasto,Vestido y Calzado
2026-06-10,Saga,5.82,gasto,Vestido y Calzado
2026-06-10,Ropa,7.31,gasto,Vestido y Calzado
2026-06-10,Pasaje bodega,18.99,gasto,Transporte y Comunicaciones
2026-06-10,Luz del Sur recibo mensual,75.07,gasto,Vivienda y Servicios
2026-06-11,Pollo bodega,44.9,gasto,Alimentacion (Hogar)
2026-06-11,Farmacia mifarma,4.56,gasto,Salud
2026-06-11,Ingreso por horas extra,105.75,ingreso,Salario
2026-06-12,Sedapal recibo mensual,69.98,gasto,Vivienda y Servicios
2026-06-12,Chifa,5.78,gasto,Alimentacion (Fuera)
2026-06-12,Bus compras semanales,14.49,gasto,Transporte y Comunicaciones
2026-06-13,Chifa,10.32,gasto,Alimentacion (Fuera)
2026-06-13,Starbucks,10.63,gasto,Alimentacion (Fuera)
2026-06-13,Transferencia a familiar,8.34,gasto,Otros Gastos y Diversos
2026-06-15,Claro internet y telefono,63.53,gasto,Vivienda y Servicios
2026-06-15,Aceite panadería,65.8,gasto,Alimentacion (Hogar)
2026-06-16,Saga,10.78,gasto,Vestido y Calzado
2026-06-16,Pasaje bodega,14.2,gasto,Transporte y Comunicaciones
2026-06-17,Menu,8.79,gasto,Alimentacion (Fuera)
2026-06-17,Arroz compras semanales,59.9,gasto,Alimentacion (Hogar)
2026-06-18,Picanteria,8.97,gasto,Alimentacion (Fuera)
2026-06-18,Farmacia mifarma,3.5,gasto,Salud
2026-06-19,Regalo,26.13,gasto,Otros Gastos y Diversos
2026-06-19,Cine peliculas con amigos,27.86,gasto,Educacion y Ocio
2026-06-20,Pasaje compras semanales,12.55,gasto,Transporte y Comunicaciones
2026-06-20,Gimnasio cuota mensual,7.15,gasto,Educacion y Ocio
2026-06-20,Carniceria compras semanales,72.12,gasto,Alimentacion (Hogar)
2026-06-21,Ripley,9.17,gasto,Vestido y Calzado
2026-06-21,Grifo repsol compras semanales,14.21,gasto,Transporte y Comunicaciones
2026-06-21,Venta de muebles usados,70.5,ingreso,Otros Ingresos
2026-06-22,Farmacia inkafarma,3.52,gasto,Salud
2026-06-24,Farmacia inkafarma,12.66,gasto,Salud
2026-06-25,Uber panadería,17.56,gasto,Transporte y Comunicaciones
2026-06-27,Accesorio,3.86,gasto,Vestido y Calzado
2026-06-27,Metropolitano panadería,21.63,gasto,Transporte y Comunicaciones
2026-06-28,Comida rapida,7.2,gasto,Alimentacion (Fuera)
2026-06-29,Pasaje bodega,17.87,gasto,Transporte y Comunicaciones
2026-06-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-07-01,Medicina,10.53,gasto,Salud
2026-07-02,Ingreso por horas extra,75.89,ingreso,Salario
2026-07-02,Saga,4.36,gasto,Vestido y Calzado
2026-07-04,Ingreso por freelance proyecto,50.59,ingreso,Freelance
2026-07-05,Transferencia a familiar,7.07,gasto,Otros Gastos y Diversos
2026-07-05,Artículos de limpieza y hogar,31.44,gasto,Mobiliario y Enseres
2026-07-05,Netflix suscripción mensual,7.08,gasto,Educacion y Ocio
2026-07-05,Consulta medica,5.52,gasto,Salud
2026-07-05,Saga,5.16,gasto,Vestido y Calzado
2026-07-06,Consulta medica,10.0,gasto,Salud
2026-07-06,Mass compras semanales,68.58,gasto,Alimentacion (Hogar)
2026-07-06,Spotify suscripción mensual,6.75,gasto,Educacion y Ocio
2026-07-06,Estacionamiento panadería,20.4,gasto,Transporte y Comunicaciones
2026-07-07,Barberia,10.76,gasto,Otros Gastos y Diversos
